,username,adschool,result,degree,major,TF,GRE,grad_major,grad_school,grad_gpa,grad_rank,background,year,ap_time,country
217,codingjam123,NYU Poly,AD无奖,MS,CS,,,, ,  ,,,16Fall,2016-04-09,美国
218,Frank_ljw,Santa Clara,AD无奖,MS,CS,IELTS 6.5,152+170+3.0,, BUPT,  , 本科Top30 211,,16Fall,2015-12-25,美国
219,laurantmanaco,UCDavis,AD无奖,MS,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,16Fall,2016-01-06,美国
220,liboefz,UCSD,AD无奖,MS,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,16Fall,2015-12-14,美国
221,jisong_L,Stanford,Rej,MS,CS,,,, ,  ,,,16Fall,2015-12-07,美国
222,Aloysia1225,vanderbilt,Rej,MS,CS,29 26 22 27,150 170 3.5,软件工程 , ,  88, 本科非211,,16Fall,2016-01-15,美国
223,fishgo,CS-Vandy,Rej,MS,CS,,,, ,  ,,,16Fall,2016-01-05,美国
224,chennyhuang,Vanderbilt,Rej,MS,CS,,,EE , ,  , 本科其他211,,16Fall,2016-01-15,美国
225,sevenyunan,Cornell University,Rej,MS,CS,,,, ,  ,,,16Fall,2016-02-01,美国
226,y_form,UCDavis,AD无奖,PhD,CS,waive,158/165/3.0,CS , ,  Ranking 1/166, 本科Top15 211,二作一篇，一作被拒一篇。无数TA和head TA。推荐信应该都是强腿非牛腿，老板那封算是带点问题的强腿。,16Fall,2016-01-02,美国
227,李十一次郎,Brown U,AD无奖,MS,CS,R28L28S22W28=106,V158Q170AW4.0,CS , ZJU,"  3.73,3.93", 本科：南大，浙大，复旦，上交,Intel SV(Santa Clara),16Fall,2016-02-23,美国
228,glw789,Brown,AD无奖,MS,CS,,,, ,  , 本科Top15 211,,16Fall,挺早的,美国
229,JBY2016,CMU,AD无奖,MS,CS,105(S24),154+170+3.0,数学 , BUAA,  86.7, 本科Top15 211,3段水科研，无牛推,16Fall,2015-12-15,美国
230,锦字难偶,MCDS@CMU,AD无奖,MS,CS,,,CS , ZJU,  3.91/4, 本科：南大，浙大，复旦，上交,,16Fall,2015-12-04,美国
231,laurantmanaco,CMU,AD无奖,MS,CS,109,324+3.5,, ZJU,  3.96, 本科：南大，浙大，复旦，上交,,16Fall,2015-12-03,美国
232,terryliutc,MCDS@CMU,AD无奖,MS,CS,,159+170+4.0,Math , ,  3.87, 海本,,16Fall,2015-12-03,美国
233,mondayjun,CMU,AD无奖,MS,CS,,,CS , BUPT,  , 本科Top30 211,,16Fall,2015-12-02,美国
234,aaacabad,MCDS@CMU,AD无奖,MS,CS,,,, ,  , 海本,,16Fall,2015-12-08,美国
235,bingo1995,CMU,AD无奖,MS,CS,,,, ,  ,,,16Fall,2015-12-02,美国
236,jty2005,MCDS@CMU,AD无奖,MS,CS,109(23),327+3.0,, ,  , 本科：北大，清华，科大，中科院，特色学校牛专业,,16Fall,2015-12-03,美国
237,zcnrex,CMU,AD无奖,MS,CS,N/A,335,, ,  ,,,16Fall,12/15,美国
238,kingkingkiki,MCDS@CMU,AD无奖,MS,CS,,157+167,CS , ,  3.72, 海本,就是公司的manager,16Fall,2015-12-09,美国
239,yyuar,cmu,AD无奖,MS,CS,,,, ,  ,,,16Fall,2015-12-30,美国
240,musteryu,CS@UCSD,AD无奖,MS,CS,,,信息与通信工程 , ZJU,  3.85 / 87, 本科：南大，浙大，复旦，上交,,16Fall,2015-11-15,美国
241,minfan2out,GSAS@NYU,AD无奖,MS,CS,,,, ,  ,,,16Fall,2016-01-12,美国
242,vivienqqqq,CS@UVA,AD无奖,MS,CS,,,SE , NKU,  , 本科Top15 211,,16Fall,2016-03-29,美国
243,astrid0221,cs@virginia,AD无奖,MS,CS,,,, ,  ,,,16Fall,2016-03-19,美国
244,Gloria_S,MSIT-ebiz@CMU,AD无奖,MS,CS,106（24）,720,finance , ,  3.3/4，WES 3.42,,,16Fall,2016-02-29,美国
245,ShangShang123,UIOWA,AD无奖,MS,CS,无t,无g,CS , Cornell College,  , 海本,在美工作经验1。5年,16Fall,2016-01-01,美国
246,wwxhero,University of IOWA,AD无奖,MS,CS,105,317,computer and applications , 北大（自考）,  75+, 本科：北大，清华，科大，中科院，特色学校牛专业,,16Fall,2015-12-01,美国
247,wlj2100,"AD:NWU, OFFER:UM-Duluth with TA&Tuition waive",AD无奖,MS,CS,n/a,148+170+2.5,CS , UM-Duluth,"  overall 3.89/4, major 3.98/4", 海本,,16Fall,2016-03-10,美国
248,路人甲子,UCR,AD无奖,MS,CS,,,, ,  3.3/4, 本科Top15 211,,16Fall,2015-12-25,美国
249,wangsiwei,OSU,Rej,MS,CS,,,SE , SEU,  , 本科Top30 211,,16Fall,2016-01-10,美国
250,TWFF,osu,Rej,MS,CS,,,, ,  ,,,16Fall,2015-12-31,美国
251,yuhaichao10,"UT Austin, Duke, OSU, Stonybrook",Rej,MS,CS,,,, ,  , 本科Top30 211,,16Fall,,美国
252,cc9895,OSU,Rej,MS,CS,98,316,BME , BJTU,  89.6, 本科其他211,,16Fall,2015-11-30,美国
253,mt.Arch,OSU,Rej,MS,CS,103,321,物联网 , BIT,  , 本科Top30 211,,16Fall,2015-12-02,美国
254,Liam23,cs@OSU,Rej,MS,CS,,,, ,  ,,,16Fall,2015-12-23,美国
255,solar12138,OSU,Rej,MS,CS,97,322+3,MIS , ,  3.7/4, 本科其他211,,16Fall,2015-12-01,美国
256,Jennifer15,OSU,Rej,MS,CS,,,, ,  , 海本,,16Fall,2016-04-07,美国
257,Funky_QiQi,OSU,Rej,MS,CS,,,, ,  , 本科Top15 211,,16Fall,2015-12-22,美国
258,amanda9819,Ohio State University,Rej,MS,CS,95,150+168+3.5,, ,  , 本科Top30 211,,16Fall,2015-11-15,美国
259,laobulang,OSU,Rej,MS,CS,IELTS 7.0,324+3,, ,  3.17/4, 本科Top30 211,,16Fall,2015-12-23,美国
260,gyzjay,OSU,Rej,MS,CS,,,, ,  ,,,16Fall,201512-10,美国
261,ctrlaltdelete,UCLA,Rej,MS,CS,,,, ,  ,,,16Fall,2015-11-12,美国
262,jisong_L,UCLA,Rej,MS,CS,,,, ,  ,,,16Fall,2015-12-01,美国
263,wnbaicai,SUNY-Stony Brook,Rej,MS,CS,101,322+3,SE , SCU,  86.9, 本科Top30 211,,16Fall,11月,美国
264,673650096,UT Arlington,Rej,MS,CS,,,SE , CQUPT,  , 本科非211,,16Fall,2015-12-05,美国
265,luosh5,MCDS@CMU,Rej,MS,CS,,,SE , SYSU,  , 本科Top15 211,,16Fall,2015-12-01,美国
266,SophieLiu,CMU,Rej,MS,CS,101 (s22),327 (157 + 170) + 3.5,SE , SDU,  GPA," 92.2, Rank",ml/dm方向的科研和实习,16Fall,2015-12-03,美国
267,astrid0221,MCDS@CMU,Rej,MS,CS,,,, ,  , 本科Top30 211,,16Fall,2015-12-01,美国
268,yanghanyu1m3fd,MCDS@CMU,Rej,MS,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,16Fall,2015-12-15,美国
269,smilingsoul,MCDS@CMU,Rej,MS,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,16Fall,2015-12-14,美国
270,wwyiyi,MCDS@CMU,Rej,MS,CS,,,, ,  ,,,16Fall,2015-12-10,美国
271,lym953,CMU,Rej,MS,CS,R29+L29+S20+W27=105,328(V158+Q170)+4.0,CS , XJTU,"  93.51/100, 3.92/4(WES), 1/137", 本科Top15 211,数学建模国家二等奖、ACM-ICPC陕西省邀请赛金奖、本校水项目、MSRA水实习,16Fall,2015-12-15,美国
272,jisong_L,CMU,Rej,MS,CS,,,, ,  ,,,16Fall,2015-12-15,美国
273,jisong_L,CMU,Rej,MS,CS,,,, ,  ,,,16Fall,2015-12-15,美国
274,hitnoah,MCDS@CMU,Rej,MS,CS,101 S20,325 V155 Q170 AW3.5,, ,  , 本科Top15 211,,16Fall,2015-12-15,美国
275,paopao12345,CMU,Rej,MS,CS,,,, ,  , 本科Top30 211,,16Fall,2015-12-01,美国
276,土土土土土逗,CMU,Rej,MS,CS,,,, ZJU,  , 本科：南大，浙大，复旦，上交,,16Fall,2015-12-12,美国
277,niloiv,mcds@cmu,Rej,MS,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,16Fall,2015-11-26,美国
278,Ciciright,MCDS@CMU,Rej,MS,CS,98,319+3.5,CS , NJU,  , 本科：南大，浙大，复旦，上交,,16Fall,2015-12-15,美国
279,dokolo,CMU,Rej,MS,CS,,,, ,  , 本科：北大，清华，科大，中科院，特色学校牛专业,,16Fall,2015-12-15,美国
280,yhcbme,cmu,Rej,MS,CS,,,, ,  ,,,16Fall,2015-11-12,美国
281,slothOn,"MCDS@CMU, CS@USC",Rej,MS,CS,,,, ,  , 本科Top15 211,,16Fall,2016-04-10,美国
282,李土它,NEU,Rej,MS,CS,28 27 22 20=97,153 170 3.0,IoT , 北邮BUPT,  83.1, 本科Top30 211,,16Fall,2016-02-28,美国
283,marooned,UCDavis,AD无奖,MS,CS,109,326,CS , HIT,  85, 本科Top30 211,,16Fall,2015-12-15,美国
284,lipopoxin,UC Davis,AD无奖,MS,CS,102,322+3.0,Physics , ,  3.4/4.0, 本科：北大，清华，科大，中科院，特色学校牛专业,,16Fall,2016-02-11,美国
285,weihe2015,UC Davis,AD无奖,MS,CS,Waive,142 + 165 + 3.5,Computer Science , UC San Diego,  3.70, 海本,两封UCSD教授推荐信，一封工作manager的推荐信,16Fall,2016-01-12,美国
286,taoqi610,UCD,AD无奖,MS,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,16Fall,2016-01-14,美国
287,13123001,USC,AD无奖,MS,CS,,,, ,  , 本科Top30 211,,16Fall,2016-01-15,美国
288,James_5,雪城,AD无奖,MS,CS,,,, ,  ,,,16Fall,2016-01-12,美国
289,huangyy1995,Syr University,AD无奖,MS,CS,,,, ,  , 本科Top30 211,,16Fall,2015-12-01,美国
290,陈不勺,雪城,AD无奖,MS,CS,,,, ,  ,,,16Fall,2016-01-24,美国
291,乌龟大师,CS@Syracuse,AD无奖,MS,CS,95,313,, ,  3.17, 本科其他211,,16Fall,2016-02-01,美国
292,kiadragon,SUNY Buffalo,AD无奖,MS,CS,,,, ,  , 本科Top15 211,,16Fall,2016-01-08,美国
293,ggoddawn,U Buffalo SUNY,AD无奖,MS,CS,,,, ,  ,,,16Fall,2015-11-24,美国
294,Michal,UCR,AD无奖,MS,CS,94(22),148+170,SE , 东南大学,  3.26, 本科Top30 211,,16Fall,2015-12-14,美国
295,zhaojun,ECE @ CMU,AD无奖,MS,CS,,,, ,  , 本科Top15 211,,16Fall,2016-01-29,美国
296,2016fallsteve,NYU,AD无奖,MS,CS,107,,, ,  , 本科：南大，浙大，复旦，上交,,16Fall,2016-02-01,美国
297,okayfaner,NYU,AD无奖,MS,CS,104,328,, ,  ,,,16Fall,2015-11-15,美国
298,zsxccc,Rutgers,AD无奖,MS,CS,,,, ,  , 本科Top30 211,,16Fall,2015-12-15,美国
299,pplayboyy,Stony Brook University,Rej,MS,CS,,,, ,  , 本科Top30 211,,16Fall,2015-12-01,美国
300,超凡奇岩,CS@Stony Brook University,Rej,MS,CS,,,, ,  ,,,16Fall,2015-11-30,美国
301,clownxiao,NEU,Rej,MS,CS,,,, BUPT,  , 本科Top30 211,,16Fall,2016-01-15,美国
302,Ciciright,CS@NEU,Rej,MS,CS,98,319+3.5,CS , NJU,  , 本科：南大，浙大，复旦，上交,,16Fall,2016-01-10,美国
303,aszxh,Gatech,Rej,MS,CS,,,, ,  , 本科Top30 211,,16Fall,2015-12-01,美国
304,ctrlaltdelete,GaTech,Rej,MS,CS,,,, ,  ,,,16Fall,2015-11-04,美国
305,kiadragon,UFL,Rej,MS,CS,,,, ,  , 本科Top15 211,,16Fall,2016-01-08,美国
306,潇湘pooh,Lehigh University,AD无奖,混合,CS,96(20),147+168 (3.0),Software Engineering , whu,  85 23/279, 本科Top15 211,无,16Fall,2016-01-14,美国
307,mt.Arch,NWU,Rej,PhD,CS,,,, ,  , 本科Top30 211,,16Fall,2015-12-10,美国
308,maticzc,NYU,AD无奖,MS,CS,30 30 24 25 (109),158 168 3.5,EE , FDU,  3.47 / 4.00, 本科：南大，浙大，复旦，上交,,16Fall,2016-03-24,美国
309,jiaruomi,NYU,AD无奖,MS,CS,,,EE , ZJU,  , 本科：南大，浙大，复旦，上交,,16Fall,2016-03-29,美国
310,marooned,CMU,AD无奖,MS,CS,109,326,CS , HIT,  85, 本科Top30 211,,16Fall,2015-12-15,美国
311,ZSM,CSE@GATECH,AD无奖,MS,CS,,,"ME,IEOR "," SJTU,UMICH",  , 本科：南大，浙大，复旦，上交,,16Fall,2016-01-15,美国
312,ywhust,CS@CSE@Georgia Tech,AD无奖,MS,CS,,,, ,  ,,,16Fall,2016-01-14,美国
313,LeeHooray,NYU,AD无奖,MS,CS,106(s23),320+3,SE , SCU,  , 本科Top30 211,,16Fall,2016-02-03,美国
314,陈不勺,水牛,AD无奖,MS,CS,,,, ,  ,,,16Fall,2015-12-29,美国
315,pengpengwei,College of William and Mary,AD无奖,MS,CS,103,148 168,Software Engineering , WHU,  3.15/4, 本科Top15 211,,16Fall,2016-02-15,美国
316,我们的永远,UTD,AD无奖,MS,CS,,,, ,  , 本科Top30 211,,16Fall,2016-02-18,美国
317,steveyang94,UCLA,Rej,MS,CS,106(S23),155+170+4.0,CS , HIT,  93.3/100, 本科Top15 211,,16Fall,2015-11-28,美国
318,jiaruomi,UCLA,Rej,MS,CS,,,EE , ZJU,  ,,,16Fall,12-1,美国
319,TateHuang,UCLA,Rej,MS,CS,,,, ,  ,,,16Fall,2015-12-01,美国
320,喵大侠君君君,OSU,Rej,MS,CS,雅思 7.0 （S 5.5）,320（V155 + Q165）， AW 3.0,软件工程 , 东南大学,  3.42/4， 30%, 本科Top30 211,软件测试实习6个月,16Fall,2016-01-05,美国
321,phantomape,OSU,Rej,MS,CS,111,328+3.5,自动化 , SYSU,  3.70/4.00, 本科Top15 211,美赛M奖,16Fall,2015-12-01,美国
322,s360564346,OSU,Rej,MS,CS,,,, ,  , 本科Top15 211,,16Fall,2015-12-28,美国
323,673650096,OSU,Rej,MS,CS,,,SE , CQUPT,  , 本科其他211,,16Fall,2015-12-02,美国
324,gyzjay,OSU,Rej,MS,CS,,,, ,  , 本科Top15 211,,16Fall,2015-12-12,美国
325,hahamty,OSU,Rej,MS,CS,90(19),320+3.5,计算机科学 , 中山大学,  3.7/4.0, 本科Top15 211,无牛推,16Fall,2016-01-17,美国
326,zerodouble,OSU,Rej,MS,CS,,,, ,  ,,,16Fall,2016-01-13,美国
327,codingjam123,OSU,Rej,MS,CS,,,, ,  ,,,16Fall,2016-04-06,美国
328,小菜,OSU,Rej,MS,CS,,,, ,  ,,,16Fall,2016-01-10,美国
329,crth,Maryland/wustl/ucsd/duke/osu,Rej,MS,CS,106(23),157+168,cs , sysu,  3.4/4, 本科Top15 211,两个副教授一个IBM经理推荐,16Fall,2015-12-30,美国
330,Michal,OSU,Rej,MS,CS,101（20）,148+170,SE , 东南大学,  3.26, 本科Top30 211,,16Fall,2016-01-08,美国
331,iakul2,OSU,Rej,MS,CS,,,, ,  ,,,16Fall,2015-12-13,美国
332,feifeijiejie,OSU,Rej,MS,CS,,,, ,  , 本科Top30 211,,16Fall,2015-12-15,美国
333,SophieLiu,CMU,Rej,MS,CS,101 (s22),157 + 170 + 3.5,SE , SDU,  GPA," 92.2, Rank",ml/dm方向的科研和实习，详见定位贴,16Fall,2016-01-09,美国
334,stu1130,CMU EM2,Rej,MS,CS,,,, ,  ,,,16Fall,2016-01-30,美国
335,liuyelei0621,Pittsburgh,Rej,MS,CS,,,, ,  ,,,16Fall,2015-10-09,美国
336,西西可橙,CS@UPitts,Rej,MS,CS,101 (S22),321(153+168+3),ME , BUAA,  3.6/4.0, 本科Top15 211,,16Fall,2015-12-15,美国
337,popolee,UFL,Rej,MS,CS,,,, ,  ,,,16Fall,2016-01-03,美国
338,wakebb,ufl,Rej,MS,CS,,,, ,  , 本科非211,,16Fall,2015-12-31,美国
339,lilydiaz,UFL,Rej,MS,CS,96,149 170 2.5,工程力学 , 四川大学,  86, 本科Top30 211,,16Fall,2015-1-10,美国
340,ForeverZard,BIC@CMU,Rej,MS,CS,106(23),324=154+170 3,SE , CQU,  3.73/4(89.2), 本科Top30 211,无牛推,16Fall,2015-11-30,美国
341,lucien1227,CMU,Rej,MS,CS,,,, ,  ,,,16Fall,2016-01-16,美国
342,astrid0221,"MEng CS@Cornell, CSE@Galtech",Rej,MS,CS,,,, ,  ,,,16Fall,2016-01-20,美国
343,洗脑进行中,Brown University,Rej,MS,CS,,,, ,  , 海本,,16Fall,2016-01-04,美国
344,Aloysia1225,Uconn,Rej,MS,CS,29+26+22+27,150+170+3.5,软件工程 , ,  88, 本科非211,,16Fall,2016-01-15,美国
345,jqbym,Ohio State University,Rej,PhD,CS,81,"152,167,3.0",计算机科学与技术 , 西北农林科技大学,  81.11/100, 本科其他211,,16Fall,2016-01-15,美国
346,黑客与画家,cs@dartmouth,AD小奖,MS,CS,,,, ,  ,,,16Fall,2015-12-14,美国
347,amanda9819,Syracuse University,AD小奖,MS,CS,95,150+168+3.5,, ,  , 本科Top30 211,,16Fall,2016-01-06,美国
348,哈哈笑个傻,Syracuse,AD小奖,MS,CS,,,, ,  , 海本,,16Fall,2016-02-17,美国
349,olalalalalalala,Purdue,WaitingList,MS,CS,,,, ,  ,,,16Fall,2015-12-15,美国
350,caris_lac,Cornell,AD无奖,MS,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,16Fall,2015-12-15,美国
351,nbchao,CS@Cornell,AD无奖,MS,CS,,,, ,  , 海本,,16Fall,2016-02-01,美国
352,whitevh,CS@UCSD,AD无奖,MS,CS,100,319+3,CS , ZJU,  3.57/4, 本科：南大，浙大，复旦，上交,,16Fall,2015-12-17,美国
353,wuditharll,UCSD,AD无奖,MS,CS,,V 155 Q 170 AW 3,EE , Wisc,  3.91/4.00, 海本,,16Fall,2015-12-15,美国
354,ljzml,ucsd,AD无奖,MS,CS,105,327+3,光信 , hust,  90/100 rank 5/110, 本科Top15 211,,16Fall,2015-12-11,美国
355,coderChase,UCSD,AD无奖,MS,CS,,,, ,  ,,,16Fall,2016-01-12,美国
356,yzcaoye,NWU,AD无奖,MS,CS,105,322+3,, ,  90.88, 本科其他211,,16Fall,2016-03-14,美国
357,steveyang94,Northwestern University,AD无奖,MS,CS,106(S23),170+155+4.0,CS , HIT,  93.3/100, 本科Top15 211,,16Fall,2015-12-04,美国
358,JohnHolmes,NWU,AD无奖,MS,CS,,,, ZJU,  ,,,16Fall,2015-12-15,美国
359,燃烧男,NWU,AD无奖,MS,CS,111,320,, ,  90, 本科Top30 211,,16Fall,2015-12-10,美国
360,lucien1227,NWU,AD无奖,MS,CS,,,, ,  ,,,16Fall,2016-01-15,美国
361,CoolCapri92,NWU,AD无奖,MS,CS,,,, ,  ,,,16Fall,2016-01-06,美国
362,jacyjia,NWU,AD无奖,MS,CS,,,, ,  ,,,16Fall,2016-04-15,美国
363,ysz0115,JHU,AD无奖,MS,CS,,,, ,  ,,,16Fall,2016-03-29,美国
364,chuyang,UPENN,AD无奖,MS,CS,115(s27),"321,v157,q164,aw3.5",地理 , WHU,  3.36, 本科Top15 211,,16Fall,2016-03-12,美国
365,lylwill,Columbia University,AD无奖,MS,CS,,,, ,  , 海本,,16Fall,2016-01-28,美国
366,lwill,Columbia,AD无奖,MS,CS,,160 168 3,, ,  3.9／4, 海本,,16Fall,2016-02-12,美国
367,673650096,Syracuse,AD无奖,MS,CS,,,SE , CQUPT,  , 本科非211,,16Fall,2015-11-26,美国
368,iamdojoy,UNC,AD无奖,MS,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,16Fall,2015-12-15,美国
369,niloiv,GSAS@NYU,AD无奖,MS,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,16Fall,2015-11-26,美国
370,Sin,UCR,AD无奖,MS,CS,,,, ,  , 本科Top15 211,,16Fall,2016-03-15,美国
371,Ciciright,UPitt; Wisconsin,Rej,MS,CS,98,319+3.5,CS , NJU,  , 本科：南大，浙大，复旦，上交,,16Fall,2016-03-15,美国
372,tianhaopx,University of Pittsburgh,Rej,MS,CS,,,, ,  ,,,16Fall,2016-01-10,美国
373,wsteg,U of Pittsburgh,Rej,MS,CS,,,, ,  ,,,16Fall,2015-12-20,美国
374,小菜,University of Pittsburgh,Rej,MS,CS,,,, ,  , 本科非211,,16Fall,2016-01-01,美国
375,zerodouble,Pitt,Rej,MS,CS,,,, ,  ,,,16Fall,2016-01-05,美国
376,feifeijiejie,UPitts,Rej,MS,CS,102 26,153＋67＋3.5,网络工程 , UESTC,  3.16（30%）, 本科Top30 211,,16Fall,2015-12-15,美国
377,zhiz21,Upittts,Rej,MS,CS,,,CS , SCU,  3.3/4, 本科Top15 211,,16Fall,2016-01-12,美国
378,fluu,University of Pittsburgh,Rej,MS,CS,,,, ,  ,,,16Fall,2015-12-01,美国
379,Damonizing,CS@UPitts,Rej,MS,CS,,,SE , SEU,  , 本科Top30 211,,16Fall,2015-12-10,美国
380,amanda9819,University of Pittsburgh,Rej,MS,CS,95,150+168+3.5,, ,  , 本科Top30 211,,16Fall,2016-01-07,美国
381,哈哈笑个傻,UIC,Rej,MS,CS,,144V+167Q+3.5W,CS , ,  3.74/4.00, 海本,三个月实习+一年research经历+三封校推,16Fall,2016-01-20,美国
382,lizihao945,UCLA,Rej,MS,CS,,,, ,  ,,,16Fall,DDL,美国
383,s360564346,UW-Madison,Rej,MS,CS,95/IELTS 7.0,144+165=309,通信工程 , HIT,  85, 本科Top15 211,,16Fall,2015-12-01,美国
384,664077398,uw-madison,Rej,MS,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,16Fall,忘了,美国
385,Anthonyrain,Syracuse,Rej,MS,CS,90(S19),144+168=312  AW 3,CS , TUST,  3.2, 本科非211,无牛推，无科研，水实习,16Fall,2016-01-09,美国
386,dokolo,CS@Duke,Rej,MS,CS,104,326,BME , PKU,  3.15/4, 本科：北大，清华，科大，中科院，特色学校牛专业,,16Fall,2016-01-15,美国
387,feidaowenzhan,Duke,Rej,MS,CS,,,, ,  ,,,16Fall,2016-04-28,美国
388,MapleZ,DUKE,Rej,MS,CS,,,, ,  ,,,16Fall,2015-12-15,美国
389,JohnHolmes,Duke,Rej,MS,CS,,,, ZJU,  , 本科：南大，浙大，复旦，上交,,16Fall,2015-12-15,美国
390,december633,CS@Duke,Rej,MS,CS,,,, ,  , 本科Top30 211,,16Fall,2016-1-19,美国
391,vision._.,DUKE,Rej,MS,CS,,,, ,  , 本科Top15 211,,16Fall,2016-01-04,美国
392,codingjam123,Duke Pitt,Rej,MS,CS,,,, ,  ,,,16Fall,2016-04-05,美国
393,moeminato,DUKE,Rej,MS,CS,,,, ,  ,,,16Fall,2016-01-15,美国
394,astrid0221,CS@DUKE,Rej,MS,CS,,,, ,  , 本科Top30 211,,16Fall,2016-01-20,美国
395,离人笑,Duke,Rej,MS,CS,,,, ,  ,,,16Fall,2015-11-30,美国
396,codingjam123,USC,Rej,MS,CS,,,, ,  ,,,16Fall,2016-04-05,美国
397,Haikism,UCSD,Rej,MS,CS,,,MIS , DUFE,  , 本科非211,,16Fall,2016-04-04,美国
398,december633,CS@Duke,Rej,MS,CS,,,, ,  , 本科Top30 211,,16Fall,2016-1-19,美国
399,pwwpche,"CS MEng@Cornell, MSCS @ CMU",Rej,MS,CS,108，S23,153+170+3.5,SE , SJTU,  , 本科：南大，浙大，复旦，上交,n/a,16Fall,2016-01-12,美国
400,霍然,CS@U of Florida,Rej,MS,CS,,,, ,  ,,,16Fall,2016-01-05,美国
401,vincentzoe,"UNC-CH, OSU, Syracuse",Rej,MS,CS,,,SE , HITWH,  , 本科Top30 211,,16Fall,2015-12-06,美国
402,pettypeasant,Columbia University,WaitingList,MS,CS,,,, ,  ,,,16Fall,2016-04-05,美国
403,fay067,CS@UMass,Offer,MS,CS,,,CS , ,  3.2, 本科Top30 211,,16Fall,2015-12-11,美国
404,luke_recluse,University of Waterloo,Offer,MS,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,16Fall,2015-12-15,加拿大
405,orpheus92,University of North Carolina- Chapel Hill,AD无奖,PhD,CS,,,, ,  ,,,16Fall,2015-12-15,美国
406,香蕉你个橘子,UFL,AD无奖,PhD,CS,,,, ,  ,,,16Fall,2015-12-15,美国
407,于哲晨,Northwestern， Rice,AD无奖,MS,CS,,,信息工程 , XJTU,  , 本科Top15 211,,16Fall,2015-11-20,美国
408,jisong_L,northwestern university,AD无奖,MS,CS,,,, ,  ,,,16Fall,2015-12-25,美国
409,wwk55551111,columbia,AD无奖,MS,CS,,,, ,  , 本科其他211,,16Fall,2016-01-15,美国
410,sky00high,Columbia,AD无奖,MS,CS,,,, ,  3.2/4, 海本,,16Fall,压线,美国
411,astrid0221,cs@columbia,AD无奖,MS,CS,,,Iot , bupt,  , 本科Top30 211,,16Fall,2016-04-21,美国
412,yzhang2,Columbia University,AD无奖,MS,CS,,,, ,  , 本科Top30 211,,16Fall,2015-11-26,美国
413,仔仔同学等offer,NYU,AD无奖,MS,CS,101(23),319(154 3.0),CS , ,  84.8, 本科其他211,小方向相关的本学校老师，Google scholar上machine learning第一页不知道是不是因为这个,16Fall,2016-3-2,美国
414,susanaisai,NYU GSAS,AD无奖,MS,CS,104(s 23),149+170+3.5,networking engineering , ,  3.6, 本科Top15 211,,16Fall,2016-02-01,美国
415,大风糊一脸,CS@Syracuse,AD小奖,MS,CS,,,, ,  ,,,16Fall,2015-12-30,美国
416,jacyjia,U of Pitt,AD无奖,MS,CS,,,, ,  , 海本,,16Fall,2016-01-15,美国
417,smilingsoul,MCIT@UPenn,Rej,MS,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,16Fall,2016-02-13,美国
418,ianhezy,Upenn,Rej,MS,CS,,,, ,  ,,,16Fall,2016-04-05,美国
419,oksa,ucr,Rej,MS,CS,,,, ,  ,,,16Fall,2015-12-24,美国
420,wnbaicai,Duke,Rej,MS,CS,,,, ,  , 本科Top30 211,,16Fall,11月,美国
421,jason_wang,MSCS@Columbia,Rej,MS,CS,110（R30 L29 S27 W24）,323+3（V156 Q167）,Software Engineering , ,  3.7/4.0, 本科Top30 211,,16Fall,2015-11-22,美国
422,Funky_QiQi,UPitt,Rej,MS,CS,,,, ,  ,,,16Fall,2015-12-29,美国
423,fuqianran,Cornell M.eng,Offer,MS,CS,,,CE , UCSD,  3.75, 海本,,16Fall,2016-02-01,美国
424,7andsowhat,NYU,AD无奖,MS,CS,97,,SE , NJU,  , 本科：南大，浙大，复旦，上交,,16Fall,2016-01-25,美国
425,超凡奇岩,CS@UC-Riverside,Rej,MS,CS,,,, ,  ,,,16Fall,2015-12-21,美国
426,kiadragon,UCR,Rej,MS,CS,,,, ,  , 本科Top15 211,,16Fall,2016-01-08,美国
427,jomine,ufl,Offer,PhD,CS,,,, ,  , 本科：南大，浙大，复旦，上交,,16Fall,2015-12-14,美国
428,gabelois,CSE@UCSD,AD无奖,MS,CS,,,信息安全 , 中科大,  , 本科：北大，清华，科大，中科院，特色学校牛专业,,16Fall,2015-12-01,美国
429,kxzhao,UCSD,AD无奖,MS,CS,,,Math , ZJU,  , 本科：南大，浙大，复旦，上交,,16Fall,2015-12-15,美国
430,甜心,NYU,AD无奖,MS,CS,97（20）,327（3）,SE , BUAA,  3.4, 本科Top15 211,,16Fall,2016-02-19,美国
431,mondayjun,NYU,AD无奖,MS,CS,,,CS , BUPT,  , 本科Top30 211,,16Fall,2015-12-02,美国
432,maston14,NYU,AD无奖,MS,CS,,,, ,  ,,,16Fall,2016-1-1,美国
